Name,Price
"ASUS Vivobook Go E1404GA - Intel i3 13th Gen N305 | 14"" FHD Display | 8GB RAM | 512GB SSD | Fingerprint | Backpack | Mouse | Win11 | 2 Year Int'l Warranty | 1 Year Perfect Warranty - NAGMANI INTERNATIONAL","Rs. 67,900"
"Lenovo LOQ 15ARP9, Ryzen 5 7235HS | 12 GB DDR 5 | 512 SSD | RTX 3050 6 GB | 15.6"" FHD (1920 x 1080) IPS | Backlit Keyboard | Win 11","Rs. 111,299"
"Acer Aspire 3 2023 13th Gen i3 / 4GB RAM / 256GB SSD / 14"" FHD Display","Rs. 60,000"
Acer Aspire 3/ Ryzen 5-5500U / 15.6″ Full HD / 8GB RAM / 512GB SSD,"Rs. 73,999"
Acer Nitro V 15 Intel Core i7 13th Gen 13620H RTX 4060 8GB Graphics – 16GB DDR5 RAM – 1TB NVMe SSD – 15.6″ FHD 144Hz Display – Backlit Keyboard,"Rs. 154,999"
Asus Vivobook,"Rs. 82,500"
Dell Latitude 5420 Core I5 11th Gen/16GB RAM/256GB SSD/14'FHD,"Rs. 62,500"
"Acer Swift 3 Ryzen 3 5300U / AMD Vega 8 / 8GB RAM / 256GB SSD / 14"" FHD Display","Rs. 65,000"
Dell Latitude 5310 Intel Core i5 10th Gen i5 10310U 256 GB SSD 8GB RAM,"Rs. 85,000"
Asus VivoBook 14 2023 X1404VA i5 13th Gen | 8GB RAM | 512GB SSD |,"Rs. 78,000"
"Acer aspire Lite Laptop with Intel i5 1334U 16GB RAM / 512GB SSD / 16"" FHD Display Windows 11","Rs. 74,999"
"ASUS Vivobook Go E1404 (2023) - Ryzen 5 7520U| 14"" FHD Display| 8GB RAM| 512GB SSD | Fingerprint, Backlit, Backpack, Mouse,","Rs. 77,500"
"lenovo ideapad 3 i310th gen/4gb ram/ 1tbhdd/ 2gb nvidia graphics/ 15.6""","Rs. 34,000"
"ASUS Vivobook Go E1504 - (Ryzen 3 7320U, 15.6"" FHD Display, 8GB, 256GB SSD, Backlit KB, Win11, Backpack, Mouse, 2 Yrs Int'l Warranty) - NAGMANI INTERNATIONAL","Rs. 64,444"
Newly lunched-Lenovo Yoga 6 13ALC6 Touch Screen 360 Degree Rotate 5500U 2.1G 8GB RAM 256GB SSD 13.3″ HD,"Rs. 109,990"
Lenovo Yoga 7 2-in-1 Laptop | Ryzen 5 8640HS | 8 GB RAM | 512 Gb SSD Storage | 14″ 2k Touchscreen Display | 1 year Warranty,"Rs. 95,000"
Lenovo IP 1 Ryzen 3 7320U 4GB RAM/256GB SSD/15.6 Display,"Rs. 52,000"
Asus Zenbook 14X OLED Q410 I5-13500H-8GB RAM-512GB SSD-14.5' 2.4K 120Hz Display,"Rs. 104,990"
"Lenovo Ideapad 1 15lGL7 11thGen Intel Celeron N4020 8GB DDR4 RAM 256GB SSD 15.6""' HD Display","Rs. 38,997"
Honor Magic Book X15 NoteBook BBR-WAH9F Intel core i5 10gen / 8gb DDR4 Ram /512gb NVME SSD / 15inch display,"Rs. 72,000"
Lenovo ideapad Slim 3 i5 13th Gen 8GB RAM 512ssd 15.6 Screen Laptop,"Rs. 75,500"
"Asus VivoBook X413JA i3 10th Gen 4GB RAM 128GB SSD 14"" FHD display","Rs. 59,000"
Acer Aspire 5 A515-56-32DK,"Rs. 53,550"
"ASUS VivoBook 14 (2024) X1404VA | 14th Gen Intel Core 5 120U Processor | 8GB RAM | 512 GB G4 SSD | 14"" FHD | Win11 | Backlit Keyboard | Fingerprint | Backpack - NAGMANI INTERNATIONAL","Rs. 98,900"
"Asus ROG Zephyrus Duo 15 SE GX551 / AMD Ryzen 9 5900HX / RTX 3080 / 32GB RAM / 1TB SSD / 15.6"" FHD Touch + 14"" FHD Touch/Stylus Support","Rs. 500,000"
Dell Latitude 13inch 5320 Model (11th generation i5 processor/ 8gb RAM / 256GB SSD),"Rs. 118,000"
Dell Inspiron 15 3530 i5 13th Gen - 1335U | 8GB | 512SSD | Intel UHD | FHD,"Rs. 84,000"
Acer NITRO V 16 AMD Ryzen 7 8845HS RTX 3050 6GB Graphics – 16GB DDR5 RAM – 512GB NVMe SSD – 16″ WUXGA 165Hz Display – Windows 11 Home,"Rs. 134,999"
Lenovo Legion 5 Ryzen 7 5800H RTX 3070 16GB Ram 512GB Ssd 15.6'' 165Hz FHD,"Rs. 235,000"
Lenovo LOQ,"Rs. 92,000"
Acer Aspire Go 14 AG14-21P (AMD Ryzen 5 7520U Processor | 16GB RAM | 512GB SSD | 14-inch WUXGA (1920 x 1200) Display | AMD Radeon Graphics,"Rs. 70,000"
"Asus ROG Strix G16 2023 G614JU Core i7 13650HX / RTX 4050 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / Bagpack / Mouse - Nagmani International","Rs. 244,444"
"Acer Predator Helios 300 / i7 11th Gen / RTX 3070 / 16GB RAM / 1TB SSD /15.6"" QHD 165Hz","Rs. 182,490"
"Lenovo ThinkBook 14 G7- Ryzen 5 7535HS, 14'' WUXGA (1920x1200), 16GB, 512GB SSD, Win 11 Home, Backlit KB, 1 Year Warranty - NAGMANI INTERNATIONAL","Rs. 110,900"
Lenovo 3250U Amd Ryzen 3 2.6Ghz 4Gb 1 Tb Hdd,"Rs. 55,000"
"Lenovo IdeaPad Pro 5 OLED 2024 - AMD Ryzen 7 8845HS | RTX 3050 6GB| 16GB RAM | 1TB SSD | 14"" 2.8K OLED 120Hz display | 1 Year warranty / NAGMANI INTERNATIONAL","Rs. 179,900"
"Laptop Acer Nitro V15 i5 13420H/8GB RAM/512 NVMe SSD/ NVIDIA RTX 3050 6GB GDDR6/15.6""/144Hz","Rs. 112,999"
Acer Swift Go 14 AI Powered Intel EVO Ultra 7 155H – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – Intel ARC Graphics – 14″ 2.8K OLED Display – Backlit Keyboard – Fingerprint – Silver,"Rs. 134,999"
"Dell Vostro 3530 Laptop (2023) | 15.6"" 1920x1080 FHD | Core i5-1335U - 512GB SSD Hard Drive - 16GB RAM | 10 cores @ 4.6 GHz Win 11","Rs. 78,999"
Lenovo YOGA 7 2-in-1 AMD Ryzen 7 8840HS – 16GB DDR5 RAM – 1TB NVMe SSD – 14″ x360 2K Touchscreen Display – Backlit Keyboard – FingerPrint Reader – Windows 11 Home,"Rs. 135,000"
Asus Vivobook14-i5-12Gen laptop-8GB-Ram-512GB SSD,"Rs. 75,996"
"Lenovo LOQ 15APH8 Gaming AMD Ryzen 7 7840HS 15.6″ FHD 144Hz, 8GB RAM, 512GB SSD, RTX4050 6144MB ,Windows 11","Rs. 133,000"
"Acer Swift Go 14, Intel Core Ultra 7 155H | 16 GB DDR5 | 1 TB SSD | 14"" WUXGA (1920x1200),IPS, Touch-Screen | Intel ARC Graphics | Backlit Keyboard | Win 11","Rs. 117,599"
"Asus Rog Strix Gaming Laptop 8 GB RAM 512 GB SSD 15.6""","Rs. 156,999"
"ASUS Vivobook Go E1504 - Ryzen 5 7520U, 15.6"" FHD Display, 8GB, 512GB SSD, Win11, 2 Yrs Int'l Warranty - NAGMANI INTERNATIONAL","Rs. 78,900"
"Acer Aspire Lite 14 2024 Intel Core i3-N300 | 8GB RAM | 512GB SSD | 14"" WUXGA Display ","Rs. 50,900"
"MSI GF63 Thin 10SC / i5 10th Gen / GTX 1650 / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 110,000"
"Lenovo Legion 5 Intel Core i9-14900HX, 14 Gen | 32 GB DDR5 | 1 TB SSD | RTX 4060 8GB GDDR6 | AI-Powered Gaming PC | 16"" WQXGA (2560x1600) IPS | Win 11","Rs. 264,499"
Acer Aspire Lite 14 Intel Core i3 N300 13th Generation – 8GB DDR5 RAM – 512GB NVMe Gen 4 SSD – Intel Integrated Graphics – 14″ WUXGA Display – Silver,"Rs. 55,555"
Acer NITRO 16 AMD Ryzen 7 7735HS RTX 4070 8GB Graphics – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – 16″ WQXGA 165Hz Display – Windows 11 Home,"Rs. 175,999"
"Lenovo ThinkBook 14 G7- Ryzen 7 7735HS, 14'' WUXGA (1920x1200), 16GB, 512GB SSD, Win 11 Home, Backlit KB, 1 Year Warranty - NAGMANI INTERNATIONAL","Rs. 134,900"
HP Notebook 14-EP0063CL | Intel Core i3 13th Gen 1315U | 12GB RAM | 512GB SSD | Intel UHD Graphics | 14″ FHD Display),"Rs. 59,999"
Dell Vostro 3520 (12th Gen Intel Core i3 1215U Processor | 8GB DDR4 RAM | 256GB NVMe SSD | Intel UHD Graphics | 15.6-inch FHD (1920 x 1080) Display ,"Rs. 49,999"
"ASUS VIVOBOOK F512J CORE™ I5 10ª GEN. TOUCH 256GB SSD 8GB 15.6"" FHD WIN10 WEBCAM","Rs. 75,000"
HP Notebook 14-EP0063CL | Intel Core i3 13th Gen 1315U | 12GB RAM | 512GB SSD | Intel UHD Graphics | 14″ FHD Display),"Rs. 58,000"
Acer Aspire Go 14 AG14-21P (AMD Ryzen 5 7520U Processor | 16GB RAM | 512GB SSD | 14-inch WUXGA (1920 x 1200) Display | AMD Radeon Graphics,"Rs. 68,399"
"Great Asia TK-E140: High-Performance Windows Laptop | 14"" HD Display | Intel N3350 CPU | 6GB RAM , 128GB SSD","Rs. 35,999"
Laptop Acer Aspire5 A515-56-57XR i5 11th Gen-8GB-512SSD,"Rs. 88,600"
HP Victus 15 i5 13th Gen 8GB 512GB RTX 3050 6GB 15.6 144Hz Win 11,"Rs. 125,000"
"Asus Rog Strix Scar 15 / Ryzen 9 5900HX / RTX 3080 / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display","Rs. 410,000"
"Acer Nitro 5 2023 AMD Ryzen™ 5 7535HS / RTX 3050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz display / 2 Year Warranty","Rs. 128,000"
Asus Exportbook B1402 I5/12th Gen/8GB RAM/512GB SSD/14FHD/Backlite Keyboard,"Rs. 74,999"
"HP Victus 15 Ryzen 7 5800H 16 GB RAM 512 GB SSD RTX 3050Ti 15.6"" FHD 144Hz","Rs. 123,390"
Dell Vostro 3520/Core i5/12th Gen/8 GB RAM /256GB SSD/15.6” FHD,"Rs. 67,000"
"Laptop Acer Nitro V15 i5 13420H/16GB RAM/512 NVMe SSD/ NVIDIA RTX 4050 6GB GDDR6/15.6""/144Hz","Rs. 123,999"
Acer Aspire 14 | Core 5 120U | 16 GB RAM | 512 GB SSD | 14″ FHD IPS Display | Intel Integrated Graphics | 1 Year Warranty,"Rs. 82,000"
Dell Latitude 5330 | Core i5-12th Gen | 16 GB RAM | 512 Gb SSD | 13.3″ FHD Display | Backlit Keyboard | 1 Year Warranty,"Rs. 79,999"
"Dell Inspiron 5310 I7 11th Gen / 8GB RAM / 512GB SSD / 13.3"" FHD Display","Rs. 140,000"
"Acer Aspire GO 14 AMD Ryzen 5 - 7520U / 8 GB DDR5 RAM/ 512GB SSD/14"" WUXGA / Win 11","Rs. 68,990"
Acer Aspire 5 i3 11th Gen 8gb Ram 256gb Ssd,"Rs. 75,000"
Asus Vivobook 15 | Intel Core i5 120U | 8GB | 512SSD | Intel UHD | FHD,"Rs. 109,999"
"Acer Predator Helios Neo 16 2024 i7 14900HX | RTX 4060 | 16GB RAM | 1TB SSD | 16"" WQXGA 240Hz display","Rs. 209,999"
"MSI Cyborg 15 AI A1VEK Gaming Laptop (Intel Ultra 7 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 4050 6GB | RGB Keyboard | Win 11 Home)","Rs. 180,800"
Laptop Acer Predator Helios 300 i7 11th Gen-8GB-1TB SSD-RTX3050TI 4GB-OS,"Rs. 150,000"
Dell Vostro 3520 (12th Gen Intel Core i3 1215U Processor | 8GB DDR4 RAM | 256GB NVMe SSD | Intel UHD Graphics | 15.6-inch FHD (1920 x 1080) Display | 1 Year Warranty),"Rs. 51,500"
"Asus Vivobook S 16 OLED - S5606MA - (Intel Core Ultra 9 185H Processor | 16GB | 1TB Gen 4 SSD | 16"" 3.2K OLED | RGB Keyboard | Type-C | 2 Years International Warranty )","Rs. 205,000"
ASUS TUF Gaming A15 Gaming- Ryzen 7 7435HS | 8 GB DDR5 RAM | 512 SSD | RTX 2050 4 GB | Win11 | 2 Year Warranty,"Rs. 122,850"
Asus ExpertBook I5-8GB-512 SSD 14 FHD,"Rs. 82,000"
HP – Pavilion Plus 14″ Wide Ultra XGA Laptop – AMD Ryzen 5 7540U – 16GB Memory – 512GB SSD,"Rs. 95,000"
V15 Intel Celeron N4500 – 4GB DDR4 RAM – 256GB NVMe SSD – Intel UHD Graphics – 15.6″ FHD Screen – Black,"Rs. 40,000"
"Lenovo Legion 16AHP9 AMD Ryzen 7 8845HS | 16 GB DDR5 | 512 GB SSD | RTX 4060 8 GB | 16"" WQXGA (2560x1600) 165 Hz | RGB Backlit | Win 11","Rs. 173,299"
Asus Vivobook 14 - R3 7320U I 8GB I 512GB SSD I Radeon Graphics I FHD I,"Rs. 79,999"
"Asus Vivobook 14 X1402ZA, i5, 12th Gen Core, 8Gb, 512Gb SSD, 14"" Display, Windows 11, Backlit keyboard, Magic Numpad | Nagmani International","Rs. 91,490"
"Dell Vostro 3520 Core i5 12th Gen /8GB RAM/512GBSSD/15.6""FHD/ Nvidia MX550 2GB GFX","Rs. 79,499"
Asus Vivobook 14 X1404ZA-EB717W- i5 - 1235U | 8GB | 512SSD |Intel UHD Graphics | FHD,"Rs. 77,000"
"ASUS ZENBOOK DUO UX482EG i7 11TH GEN/ 16GB RAM/ 1TB SSD/ MX450 / STYLUS/ 14"" FHD Touchscreen + 12.6"" FHD TOUCH","Rs. 150,000"
Acer NiTRO 5 i5 10th Gen 8gb Ram 512gb Ssd Rtx 3060 144hz,"Rs. 111,999"
Asus ZenBook Q408UG Ryzen 5 4500U 8GB RAM 256GB SSD MX450 2GB 14” FHD display,"Rs. 105,000"
Lenovo IP 1 Ryzen 5 7520U 8GB RAM/512GB SSD/ 15.6 Display,"Rs. 61,997"
V 15 Intel Core i5 13th Gen 13420H RTX 4050 6GB Graphics – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD 144Hz Display – Backlit Keyboard – Black,"Rs. 130,000"
"Dell XPS 13 9340 Intel Ultra 7 155H 16 Cores | 16GB RAM | 512ssd | 13.4"" WUXGA Infinity Screen | Backlit Keyboard Laptop","Rs. 224,990"
Acer Aspire 3 15 Ryzen 7 4700U,"Rs. 67,000"
"Lenovo Legion 5 Gaming Laptop 2024 - Intel Core i9 14900HX | RTX 4070 8GB| 32GB RAM | 1TB SSD | 16"" WQXGA 165Hz display | 1 Year warranty","Rs. 308,900"
Acer Aspire 5 Ryzen 7 5700U / 8GB RAM /512gb nvme ssd / 15.6″ FHD IPS Display,"Rs. 78,000"
"Lenovo Thinkbook 13s Core i7 - 1165G7 11th Gen / 8 GB LPDDR4 RAM/ 256 GB SSD/13.3"" IPS/ Backlit Keyboard/ Win 11 Pro","Rs. 98,990"
"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 256GB SSD / 15.6"" FHD Display","Rs. 95,000"
Asus Zenbook Flip 15 Q508U AMD Ryzen 7 5700U 8GB 256GB SSD 15.6″ FHD Touchscreen x 360 Rotate NVIDIA MX450 2GB Laptop,"Rs. 114,990"
Acer Aspire 3 AL14-31P Ultraslimbook i3-N305-8GB RAM-512GB SS-14FHD-Sliver Color,"Rs. 58,000"
"Hp Laptop 15-ef2127wm / Ryzen 5 - 5500U / 8GB Ram / 256Gb Ssd / 15.6"" Fhd Display / Amd Radeon Graphic Natural Silver","Rs. 78,000"
Lenovo IdeaPad (slim) 3 Intel Celeron N4020 4GB RAM 256GB SSD 15.6″ HD,"Rs. 59,990"
"Dell Latitude 14 5420 - i5 1135G7 | 8GB RAM | 256GB SSD | 14"" Full-HD Display |","Rs. 90,000"
"xLab x-Book Series XL-156P Laptop- i3, 8GB RAM, 256GB SSD, Fingerprint Security, 15.6"" Full HD Display","Rs. 79,777"
"Lenovo Ideapad 1 N4020 Intel Celeron/4gb RAM/256GB SSD/14"" HD Laptop","Rs. 33,999"
"Acer Aspire 3 AMD Ryzen 3 7320U | 4GB RAM | 256GB SSD | 15.6"" FHD | Silver","Rs. 45,500"
Asus zenbook,"Rs. 135,000"
"Asus Vivobook X1404ZA Intel Core i3- 1215U 12th Gen | 8 GB RAM | 256 GB SSD | 14"" FHD(1920 x 1080) | Magic Numpad | Win 11","Rs. 56,699"
Laptop Acer Aspire5 A515-56-37U2 i3 11th Gen-4GB-1TB,"Rs. 70,000"
V15 Intel Celeron N4500 – 8GB DDR4 RAM – 256GB NVMe SSD – Intel UHD Graphics – 15.6″ FHD Screen – Black,"Rs. 42,000"
"Honor MagicBook X 15 with Intel 10th Gen/8GB/512GB/15.6""","Rs. 85,000"
"Acer Aspire Lite 12th Gen Intel Core i3-1215U | 8 GB DDR4 | 512 SSD | 15.6""FHD ( 1980X1080) | Win 11","Rs. 56,990"
"HP Victus 15 AMD Ryzen 5 8645 HS | 8 GB DDR5 | 512 GB SSD | RTX 4050 | 15.6"" FHD (1920x1080) 144hz | Backlit Keyboard | Win 11","Rs. 114,990"
"Acer Swift Go 2023 13Th Gen i7 13700H / 16GB RAM / 1TB SSD / 14"" 2.8K OLED display / Backlight Keyboard","Rs. 168,480"
"Dell Vostro 3530 (Intel Core i7 1355U Processor | 16GB RAM | 512GB SSD | Intel Graphics | 15.6"" FHD (1920 x 1080) IPS Display | 1 Year Warranty)","Rs. 100,499"
Lenovo IP 1 Ryzen 5 7520U 8GB RAM/512GB SSD/ 15.6 Display,"Rs. 61,197"
ASUS ZENBOOK 14 OLED - UX3405CA - Intel Core Ultra 7 255H | 16 GB RAM |512GB SSD PCIe Gen 4 | 14 inch Wuxga Touchscreen | Genuine Win 11 | Ponder Blue |NUMPAD | 2 Year Int'l Warranty | 1 Year Perfect Warranty - NAGMANI NTERNATIONAL,"Rs. 192,900"
"Lenovo IdeaPad 3 15.6 Laptop, AMD Ryzen 5 3500U 8GB Memory, 256GB SSD, Windows 10","Rs. 69,999"
ASUS ZenBook 14 OLED - New Zen with AI - UX3405MA - Intel Core Ultra 7/ 14th gen/ 16 GB RAM/ 1 TB SSD Gen 4/ 14 inch 3K OLED/ Genuine Win 11/ Ponder Blue - NAGMANI INTERNATIONAL,"Rs. 186,900"
Acer NITRO V 16 AMD Ryzen 7 8845HS RTX 4050 6GB Graphics – 16GB DDR5 RAM – 512GB NVMe SSD – 16″ WUXGA 165Hz Display – Windows 11 Home,"Rs. 143,999"
"HP 14- DQ2055WM i3 11th Gen 4GB RAM 1TB HDD 14"" HD Display","Rs. 62,000"
Asus Vivobook F1504ZA-WH52-i5-1235U 12th Gen- 8GB RAM-256GB SSD -15.6″ Full HD -Windows 11 Home Laptop,"Rs. 73,990"
"Dell Latitude 14 3440 - i5 1235U | 8GB RAM | 512GB SSD | 14"" Full-HD Display | 3 Year Warranty","Rs. 78,999"
Dell Inspiron 7506 2-in-1 laptop,"Rs. 115,000"
"Dell Latitude 3510 (15""/10th generation i5 processor / 4GB RAM / 1TB SATA)","Rs. 76,000"
"ASUS TUF Gaming F15 FX507VU | i7-13th Gen 13620H | RTX 4050 6GB | 8 GB RAM | 512 GB SSD | 15.6"" FHD 144Hz Display | Windows 11 Home| Backlit KB| 2 Years International Warranty - Nagmani International","Rs. 169,900"
"Acer Aspire 14 Core 5 120U 14th Gen / 8 GB DDR5 RAM/ 512GB SSD/14"" WUXGA IPS/ Win 11","Rs. 83,990"
Dell Inspiron 3501 i5 11th gen 12gb ram 256gb SSD 15” full HD black,"Rs. 80,000"
Dell Inspiron 15 3515 AMD Ryzen 3 3250U 4GB 1TB Radeon Graphics FHD,"Rs. 63,900"
Toshiba Terca A40 Celeron Dual Core 5205U4 4GBRAM 128GB SSD,"Rs. 42,999"
Acer Aspire 5 15 (13th Gen Intel Core i5-13420H Processor | 8GB DDR4 RAM | 512GB SSD | NVIDIA GeForce RTX 2050 4GB Graphics Card | 15.6-inch FHD IPS Slim bezel Display,"Rs. 92,000"
Asus Vivobook 14 X1404ZA-EB717W- i5 - 1235U | 8GB | 512SSD |Intel UHD Graphics | FHD | 2 Years International Warranty Includes 1 Year Asus Perfect Warranty,"Rs. 84,999"
"Acer Aspire 5 2020 i5 11th Gen 8GB RAM 512GB SSD 15.6"" FHD Display / Backlight Keyboard","Rs. 87,000"
"HP Pavilion 15-EH1070 Ryzen 7 5700U / AMD VEGA 8 / 8GB RAM / 512GB SSD / 15.6"" FHD Display","Rs. 114,450"
"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD","Rs. 85,000"
"ASUS Vivobook Go E1404FA - Ryzen 5 7520U| 14"" FHD Display| 8GB RAM| 512GB SSD | Fingerprint | Backlit | Backpack | Mouse | Win11 | Cool Silver | Grey Green | Black | 2 Yrs Int'l Warranty - NAGMANI INTERNATIONAL","Rs. 80,900"
"LENOVO IDEAPAD 3 INTEL CELERON /4GB RAM/1TB HDD/14.0"" DISPLAY","Rs. 43,500"
Dell inspiron 3530 i5 13th | 8 Gb Ram | 512 Gb Nvme SSD | 15.6 inch FHD Display | 3 years warranty | Platinum Silver color | Neo Authorize Product,"Rs. 92,500"
Dell Latitude 5320 i7 11th gen 8gb RAM / 256GB SSD /13 inch,"Rs. 154,000"
"Lenovo Slim 7 Core i5 1035G1 8GBRAM 512GB SSD 14"" Windows 10","Rs. 99,999"
"Dynabook Tecra Toshiba A40-G Intel Celeron 5205U 1.9GHz Laptop, 4GB RAM, 128GB SSD, 14"" HD LED, Windows 10 Pro genuine","Rs. 46,900"
Dell Inspiron 14 7440 2-in-1 Intel Core™ 5 120U 14th Gen 8GB RAM DDR5 512GB SSD 14″ WUXGA-Touchscreen x360 Windows 11 Laptop,"Rs. 108,990"
"Dell Inspiron 14 7430 i5 13th Gen 8GB RAM 512GB SSD 14"" 360 Touchscreen FHD","Rs. 107,490"
"ASUS VivoBook Flip TM420UA RYZEN 5 5500U / 8GB RAM / 512GB SSD / 14"" FHD IPS 360 Touch display / Stylus support - NAGMANI INTERNATIONAL","Rs. 106,900"
"Acer Aspire 5 Laptop 13th Gen Intel Core i5 \ Windows 11 home \ 8 GB \ 512 GB \ Intel Graphics A514-56M 14"" \ 2 Years Warranty","Rs. 86,000"
Dell Inspiron 16 Plus 7630 i7-13700H 13th Gen 16GB RAM 1TB SSD 16″ 2.5K (2560×1600) 120Hz Screen Windows 11 Laptop,"Rs. 141,990"
Asus ROG Strix G16 (2023) G614JU-N3122W - i7-13650HX | 16GB RAM,"Rs. 273,172"
"Acer Aspire 5 14 2023 13th Gen i5 / 8GB RAM / 512GB SSD / 14"" WUXGA Display / 2 Year Warranty","Rs. 95,000"
Acer Predator Helios Neo 16 i7 13th Gen 13700HX 8GB RAM 512GB ssd 6GB RTX 4050 Graphic Laptop,"Rs. 182,500"
"Dell Inspiron 5410 2-In-1 I7 11th Gen / Nvidia MX350 2GB / 16GB RAM / 512GB SSD / 14"" FHD 360 Touch Display / Active Stylus","Rs. 163,000"
"Lenovo Ideapad 1 Ryzen 5 7520U | 8GB DDR5 | 256GB SSD | 15.6"" FHD | Cloud Grey","Rs. 57,999"
Asus Vivobook 15 X1504VA-E8855W - Intel Core 5 120U | 8GB | 512SSD | Intel UHD | FHD | Touch | 2 Years International Warranty - neostore,"Rs. 118,599"
"Hp Pavilion 14 X360 / Intel Core I5-10th Gen / 8Gb Ram/ 256Gb Ssd/ 14.0""Inch Touch 360","Rs. 96,000"
IdeaPad Slim 3 13th Gen 13420H Intel Core i5 – 8GB DDR5 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 15.6″ FHD TN Display – Arctic Grey,"Rs. 80,000"
"Dell Inspiron 14 Plus 7440 2024 - Intel Ultra 7 processor 155H | 16GB RAM | 1tb SSD | 14"" FHD + Display","Rs. 134,999"
"MacBook Pro (16-Inch, M3 Pro, 2023) 12C CPU - 18C GPU, 36GB, 512","Rs. 479,000"
"HP Envy x360 14 i7 13th Gen / 16GB RAM / 1TB SSD / 14"" FHD 360 TouchScreen Display","Rs. 173,232"
"Dell Vostro 15 3520 i5 12th Gen | 8GB RAM | 256GB SSD | 15.6"" FHD display","Rs. 65,999"
Dell Vostro 3400 I3 11th Gen 8GB-512GB SSD+1TB HDD 14' Display,"Rs. 67,998"
Acer A315-35-C8IE Processor: Intel Celeron N5100 Memory: 4GB RAM Storage: 1 TB SSD Screen: 15.6”FHD OS: Win 10,"Rs. 60,000"
"Acer Swift 3 14 2022 Ryzen 5 5625U \ 16GB RAM \ 512GB SSD \ 14"" FHD display \ Backlight Keyboard","Rs. 99,000"
Acer Extensa 15 215 - i5 11th Gen 8GB 256SSD 15.6FHD,"Rs. 68,998"
"Dell Latitude 3410 i5/ 10th Gen/ 8GB/ 256 GB SSD/ 14"" Laptop","Rs. 112,000"
"ASUS Vivobook X1404VA | Intel Core 7 150U processor| 16GB RAM | 1TB SSD | 14"" FHD (1920 x 1080) display | WIN 11| Cool Silver| Backlit Keyboard | Backpack| Mouse | 2 yrs Warranty -NAGMANI INTERNATIONAL","Rs. 138,888"
"Dell Latitude 3420 14"" |11th gen i5 | 8gb | 256gb SSD | Factory installed win10 pro","Rs. 96,000"
"Lenovo IdeaCentre AIO 24IRH9, i7-13620H, 16GB RAM, 512GB SSD, 24"" inch FHD 100Hz","Rs. 127,999"
HP 15S-EQ2120AU RYZEN7 8GB RAM/512GB SSD/OS,"Rs. 90,000"
"MSI Modern 14 B11MOU ( i5-11th Gen 1155G7 | 8GB RAM | 512GB SSD | 14.0"" FHD IPS | Backlit Keyboard | USB-C | Win 10)","Rs. 84,900"
"Acer Swift 3 Ryzen 7 5700U / AMD Vega 8 / 8GB RAM / 512GB SSD / 14"" FHD Display","Rs. 95,000"
"Acer Aspire 3 2023 Ryzen 3 7320U 4GB RAM 256GB SSD 15.6"" FHD Display","Rs. 60,000"
"Acer Nitro V i7 13th Gen 13620H | 16GB DDR5 | 512GB SSD | RTX 4050 6GB | 15.6"" FHD 144Hz","Rs. 139,999"
"Lenovo IdeaPad 1 14AMN7 | Ryzen 5-7520U | 8GB RAM | 256GB SSD | 14"" FHD Display","Rs. 64,999"
Acer Swift Go 14 Intel® Core™ Ultra 7 155H 14th Gen | 16GB RAM LPDDR5X |1TB SSD | 14″ WUXGA IPS Touchscreen | Windows 11 Home Laptop,"Rs. 124,990"
Acer Predator Helios 300 Neo 16 i7 13th Gen RTX 4050 16GB RAM 1TB SSD 165Hz,"Rs. 190,000"
Business Series- Dell Latitude 3440 | 12th Gen i5 Processor | 8GB | 512GB SSD | Non-Backlit | 3yrs warranty,"Rs. 89,000"
Laptop Acer Swift 3 Ryzen5 5500U 8Gb Ram 512Gb Ssd,"Rs. 95,000"
"MSI Prestige 14H 14” FHD+ Business Laptop: Intel Core i5-12500H, NVIDIA Geforce RTX 2050, 16GB LPDDR5, 512GB NVMe SSD, Cooler Boost 5, Win 11 Pro: Urban Silver B12UCX-629US","Rs. 75,000"
Acer Aspire 14,"Rs. 82,500"
Acer Swift Go Ultra 7 155H 16GB Ram 512GB SSD 14' WQXGA Touch Display,"Rs. 117,499"
"Asus Zenbook 14 Um3402Ya - 7Th, Ryzen 5 7530, 8Gb Ram, 512Gb Nvme Ssd, 14"" 2K Display , Backlit Kb, Magic Numpad, Fingerprint, Genuine Win 11, / Nagmani International","Rs. 118,900"
Laptop Acer Aspire5 A515-56-53E6 i5 11th Gen-4GB-1TB,"Rs. 76,500"
Lenovo Legion,"Rs. 181,000"
"Acer Vero V15 Intel Core i5 13th Gen | 8GB RAM | 512GB ssd | 15.6"" FHD Screen | Backlit Keyboard | Windows 11 Genuine | FP Laptop","Rs. 80,990"
